South Carolina Upstate,0.125669670084,-0.125555170821,0.910693728344,0.0968916258661,0.356966999687,0.00377401637723,-0.606870602024,0.182625669938,0.359638734433,-0.224555352293,-1.27473165004,0.446942808008,0.454248504612,0.0143534954998,0.799593156166,-2.13102438794,-0.255663734641,0.629689306563,1.29308300136,1.40422274117,-0.0339850924081,0.141636245248,-0.833555260471,-0.348902682114,-0.498432403019,-0.51836969914,0.169467017027,0.25918484957,0.598118883623,0.378808626295
UC Santa Barbara,0.0491696652988,1.01391978495,-0.225995347636,-1.64122520574,0.579001762098,-0.933293704342,0.156319504614,0.394780481061,-0.135370491658,0.0955928781538,-0.0433643126005,1.04806603773,-0.0504653153904,1.29029450895,1.08296129568,-0.155212384752,1.74330823157,0.717729613522,1.78389575187,1.13986108305,-1.09224614984,0.353009870405,-1.0545466081,0.857303733193,0.837366437072,0.747648604529,0.498432403019,1.34576748815,0.5283383472,0.538306995261
Arkansas Pine Bluff,-1.26806009907,0.268502235578,-0.195618983434,-0.641147259082,-0.319686450468,1.28881729664,1.13333876547,0.254201788979,-0.97287033824,-1.30684457837,-1.73410588686,-0.144384129115,-0.0694626819622,-0.688666663206,-0.479492319347,-0.653311361259,-0.485844851536,1.91278956108,0.235563323422,2.46322455952,2.29418923394,0.387102390591,-2.34649602504,-1.07661399052,-1.04670804634,1.485328561,1.40557937651,-0.548275643321,0.189404313147,1.07661399052
Portland St.,0.513365807407,-0.901376344305,-0.23519117005,-0.957727816159,1.60104610893,-1.18310765333,-0.128569820382,-0.33299282759,0.287704408658,1.04564696557,1.66995501135,-1.09863531186,1.56847543108,1.13439869063,1.49291199666,-0.487006819804,-1.30951632327,-1.15320386767,-0.088501163333,0.469695606557,-1.02712239246,-0.553851166559,0.0504101300631,0.418683218536,0.51836969914,-0.757617252589,-0.229278905389,1.6348582819,1.65479557802,1.14639452694
Indiana,2.53486416706,-0.547548660822,1.99133100044,2.47927508102,-1.58863144373,0.644233609365,-0.667552502628,-1.63727399399,1.79012116982,2.97068605485,1.36409941555,0.0747901708091,-1.54637957233,-1.11056809701,0.535664627607,-0.0743876793348,-0.088811578408,0.249412642703,0.264680416304,-1.81547057194,0.644387380303,-0.451573605999,0.509392159763,-0.827397789012,-0.996864806039,-1.72457611445,-1.72457611445,-1.57504639354,-1.5850150416,-1.71460746639
North Carolina St.,1.74036941772,-1.22964735825,0.604633643241,1.25357362002,-0.604356867717,-1.44774384218,0.500900018477,-1.4503479865,1.46493045742,2.26111890111,-0.0750687027612,0.30613884885,-0.12608396221,-1.24118854268,1.57611353155,-0.918944752352,-1.96400335748,-0.201947847084,-0.554848988049,-1.85002361165,-0.609244949267,-0.887957864388,0.0674094644965,-1.23611235949,-1.1065199347,-1.64482692996,-1.67473287414,0.398745922415,-0.388777274355,-1.36570478427
Central Michigan,-0.507565351855,0.143627060611,-0.0333076927965,0.801164459144,1.92467935708,-0.0905084955902,0.21596228737,-0.221268384322,-0.180938806292,-0.813781014638,1.05437191167,-1.08252112042,1.81643955662,1.33429375853,-0.655431029888,2.07471156124,2.41731871727,0.924208760001,1.08913564464,0.70407009115,0.264498795585,-0.485666126186,-1.0545466081,0.179435665087,-0.0199372961208,0.179435665087,-0.0598118883623,1.47535991294,1.42551667264,0.77755454871
Brown,-0.722708474852,0.474938436963,-0.267987090805,-1.22249509199,0.551310209433,-0.503693744009,-1.15076811806,-0.338975399325,-1.02925852667,-0.276933145048,-1.51929041538,0.449675831667,-0.472315246667,1.98028612505,-0.275069463067,-0.374701793558,1.34781727349,0.453634345414,0.762170394874,0.997581515029,0.0148577256271,1.15077484277,-0.578565243971,1.08658263858,0.947021565737,1.16633182307,1.23611235949,0.309028089872,0.0498432403019,0.76758590065
Wright St.,0.108489456995,0.0965234748521,-1.10884957477,-0.507547629,-0.79700467628,2.04589484293,-0.478933250958,1.45633968631,0.150375241268,0.0045934066499,0.857834863387,-0.911405444315,-0.346436299698,-1.28552281192,0.748804614695,1.26250764605,0.416503496483,0.889244034364,0.171545855426,-0.39177766914,0.823477713099,-1.48798621967,0.866378182864,1.22614371143,1.03673939828,0.488463754959,0.757617252589,-1.39561072845,-1.27598695173,-0.50840105108
UC Irvine,-0.14693105368,-0.446864195473,-0.300205132009,-1.30800399265,-1.33331658402,-1.41809936246,-0.568378062649,0.427372578957,-0.333041262901,0.139540558288,-1.07505181923,-0.0555786071052,-1.53322974352,-0.34530872908,0.217673517837,-0.767536628886,0.361807738358,-0.690197020265,1.6533614163,0.267282185239,-1.3093253411,-0.553851166559,0.28840081213,0.209341609268,0.299059441812,0.239247553449,0.358871330174,-0.398745922415,-0.667899420046,-0.209341609268
Furman,-0.676273842973,1.34439396006,-0.717258291139,0.000146708990253,1.09044778581,-1.08662018006,0.881349460504,-0.948092131672,-0.737954232205,-0.434818044978,-0.291317283072,-0.0569983596553,0.637775616508,1.74610737792,1.52900828479,-0.8623849153,0.597424575369,-1.13296383207,0.0464299262376,0.338023203643,-1.07053823071,0.884853185316,-0.340574561904,0.608087531684,0.458557810778,1.34576748815,1.4354853207,1.59498368966,1.61492098578,1.64482692996
UAB,0.0509717855529,0.721912803827,0.479618196294,-1.38753443779,0.939714062062,1.19739306784,-0.454075099482,0.440587586685,0.139139218481,-0.0686309436697,0.826432180349,-0.733581437413,0.771555870594,0.919688308583,0.613013816469,0.0659063197726,0.0130000236312,-0.309586870394,1.47643311631,-0.0937601939201,0.638960400521,1.09622681047,0.64538683523,-1.65479557802,-1.59498368966,0.159498368966,0.0,0.0199372961208,-0.199372961208,-0.0697805364227
