1,0.4778264296121547,0.018910465885460387
52,0.48813049632757444,0.009374839244619123
12,0.4901801991047637,0.008847250122518219
36,0.4676948336007644,0.016166062783935137
22,0.48788933662585643,0.0072127106233639375
10,0.45143257148564986,0.05527994287950668
56,0.4606001978016375,0.009156299969677182
44,0.47010975550152756,0.012210980331862503
2,0.4636537463603435,0.030803736996908464
12,0.4998619735079929,0.012394391538861307
39,0.4821915013500614,0.011319039573422082
23,0.48869246879155714,0.009849403034660588
28,0.4935526039405209,0.013108901094074966
50_all_data,0.4710176466295525,0.01103346922259853
57_all_data,0.4988501703492452,0.014221458542623099
46_all_data,0.4745151604110145,0.009208988419098244
40_all_data,0.4855459596456311,0.006237724047236286
29_all_data,0.4919243861986061,0.010076794892815271
4_all_data,0.4815069233994004,0.028227511746343206
27_all_data,0.500356127757252,0.010810564888143038
0_all_data,0.4851354676931052,0.00881607453065641
42_all_data,0.48252934557204846,0.009238778859489923
1_all_data,0.4810691896833584,0.01895213812366882
